timestamp;period;cooling_time_s;duct_temp_C;enclosure_temp_C;enclosure_rh_pct;abs_humidity_gm3;duct_rh_pct
2022-09-01 00:00:00;P1;160,87563240756575;31,876245351415836;22,02051566035191;49,465123501085195;9,589732623861192;28,647529123562634
2022-09-01 00:15:00;P1;177,0615428362658;33,37412998340937;22,97281603433832;42,073735437846125;8,614523235630493;23,76780945855447
2022-09-01 00:30:00;P1;166,03633415804592;31,38823938255539;23,048095508479683;44,84839769386827;9,22219142899452;28,277846506511306
2022-09-01 00:45:00;P1;151,03281399707362;28,121524922382694;22,162032526766108;49,566220054192264;9,68786693448719;35,46330728401643
2022-09-01 01:00:00;P1;158,38863869546282;31,884759915867644;22,44238400158218;48,06039559479178;9,545993776275445;28,503912634030428
2022-09-01 01:15:00;P1;155,78512633847416;32,87857639847665;22,455024200907534;44,45658861732299;8,83659200264078;25,027714439869452
2022-09-01 01:30:00;P1;221,51672964013014;33,57489560568034;23,260276052219393;48,983879036874555;10,195226009683848;27,832803518657393
2022-09-01 01:45:00;P1;172,88529139359483;31,63376558340059;23,027854193098232;47,63761436184162;9,784424864132701;29,610188209242324
2022-09-01 02:00:00;P1;184,87437441597277;32,72980857827424;23,648131369753926;41,04969369710921;8,734536683108843;24,93448424065947
2022-09-01 02:15:00;P1;189,58883751346548;31,61351864282282;22,22497367986258;46,52614177923206;9,126628367365466;27,649443655910463
2022-09-01 02:30:00;P1;190,18753610855802;31,80555926350146;24,400956694440644;43,97151994453848;9,763969380488149;29,278298877053857
2022-09-01 02:45:00;P1;174,06470174882557;32,026349325587994;23,524570660146793;46,00967278687665;9,72138816791845;28,80924570695324
2022-09-01 03:00:00;P1;181,96224017264512;32,66730183601681;24,1052833468122;43,372396176299496;9,471210429409798;27,12725400995758
2022-09-01 03:15:00;P1;230,18072146984633;34,48579925611641;23,72247573756345;44,606325864860004;9,531486142783718;24,805393212970184
2022-09-01 03:30:00;P1;205,33216640235705;32,203232544221066;23,676588876454055;43,16061427094781;9,198558916747425;27,00418252661056
2022-09-01 03:45:00;P1;220,7798548778357;35,052813504421174;24,27339316468466;43,40339212854717;9,568573400599815;24,175310990244643
2022-09-01 04:00:00;P1;225,5138465678467;33,81088918307433;24,57316908560072;42,17634192418854;9,456847714332293;25,4982703028754
2022-09-01 04:15:00;P1;150,5864608410472;31,552031353717375;24,030976657262382;45,14158379942345;9,816145717284874;29,836322745852517
2022-09-01 04:30:00;P1;215,0489987006579;35,54639599065029;24,12563917088497;44,240066015634746;9,671823987663824;23,816735387264032
2022-09-01 04:45:00;P1;186,7312318463013;32,94384894389196;24,684051477273808;41,37580222179914;9,335545971393943;26,349656743920757
2022-09-01 05:00:00;P1;166,09043068117904;33,60255249514505;23,796017597925463;45,114541121145976;9,680417559776753;26,388903551196055
2022-09-01 05:15:00;P1;207,44517433649722;34,323104286279786;23,445254570728913;43,595181002213906;9,169754498479925;24,06818678078236
2022-09-01 05:30:00;P1;204,28878568430667;33,31213273851948;24,616456784946863;40,63957915718154;9,134550832559865;25,285196129495397
2022-09-01 05:45:00;P1;188,4761890162616;31,96157255532846;23,99252192155992;44,41770011991385;9,637711333270229;28,660090072968927
